,Sample_ID,Run_ID,Release_version,Sex,Body_site
2296,SRS483227,SRR996188,2.0,male ,nare 
2297,SRS483227,SRR996240,2.0,male ,nare 
2298,SRS483228,SRR996189,2.0,male ,nare 
2299,SRS483228,SRR996241,2.0,male ,nare 
2300,SRS483229,SRR996190,2.0,male ,nare 
2301,SRS483229,SRR996242,2.0,male ,nare 
2302,SRS483230,SRR996191,2.0,male ,nare 
2303,SRS483230,SRR996243,2.0,male ,nare 
2316,SRS483237,SRR996198,2.0,male ,nare 
2317,SRS483237,SRR996250,2.0,male ,nare 
2318,SRS483238,SRR996199,2.0,male ,nare 
2319,SRS483238,SRR996251,2.0,male ,nare 
2320,SRS483239,SRR996200,2.0,male ,nare 
2321,SRS483239,SRR996252,2.0,male ,nare 
2322,SRS483240,SRR996201,2.0,male ,nare 
2323,SRS483240,SRR996253,2.0,male ,nare 
2324,SRS483241,SRR996202,2.0,male ,nare 
2325,SRS483241,SRR996254,2.0,male ,nare 
2326,SRS483242,SRR996203,2.0,male ,nare 
2327,SRS483242,SRR996255,2.0,male ,nare 
2372,SRS483265,SRR996226,2.0,male ,nare 
2373,SRS483265,SRR996278,2.0,male ,nare 
2386,SRS483272,SRR996285,2.0,male ,nare 
2387,SRS483272,SRR996294,2.0,male ,nare 
2446,SRS483302,SRR996325,2.0,male ,nare 
2447,SRS483302,SRR996397,2.0,male ,nare 
2456,SRS483307,SRR996329,2.0,male ,nare 
2457,SRS483307,SRR996401,2.0,male ,nare 
2474,SRS483316,SRR996338,2.0,male ,nare 
2475,SRS483316,SRR996410,2.0,male ,nare 
2484,SRS483321,SRR996343,2.0,male ,nare 
2485,SRS483321,SRR996415,2.0,male ,nare 
2494,SRS483326,SRR996348,2.0,male ,nare 
2495,SRS483326,SRR996420,2.0,male ,nare 
2532,SRS483345,SRR996367,2.0,male ,nare 
2533,SRS483345,SRR996439,2.0,male ,nare 
2538,SRS483348,SRR996370,2.0,male ,nare 
2539,SRS483348,SRR996442,2.0,male ,nare 
2544,SRS483351,SRR996373,2.0,male ,nare 
2545,SRS483351,SRR996445,2.0,male ,nare 
2558,SRS483371,SRR996482,2.0,male ,nare 
2559,SRS483371,SRR996517,2.0,male ,nare 
2560,SRS483371,SRR996552,2.0,male ,nare 
2561,SRS483371,SRR996587,2.0,male ,nare 
2578,SRS483376,SRR996486,2.0,male ,nare 
2579,SRS483376,SRR996521,2.0,male ,nare 
2580,SRS483376,SRR996556,2.0,male ,nare 
2581,SRS483376,SRR996591,2.0,male ,nare 
2602,SRS483382,SRR996492,2.0,male ,nare 
2603,SRS483382,SRR996527,2.0,male ,nare 
2604,SRS483382,SRR996562,2.0,male ,nare 
2605,SRS483382,SRR996597,2.0,male ,nare 
2622,SRS483387,SRR996497,2.0,male ,nare 
2623,SRS483387,SRR996532,2.0,male ,nare 
2624,SRS483387,SRR996567,2.0,male ,nare 
2625,SRS483387,SRR996602,2.0,male ,nare 
2646,SRS483393,SRR996502,2.0,male ,nare 
2647,SRS483393,SRR996537,2.0,male ,nare 
