,Sample ID,Run ID,Release version,Sample ID,Sex,Body site
3238,SRS728320,SRR1622861,2.0,,,
3239,SRS728321,SRR1622862,2.0,,,
3240,SRS728322,SRR1622863,2.0,,,
3241,SRS728323,SRR1622864,2.0,,,
3242,SRS728323,SRR1622865,2.0,,,
3243,SRS728324,SRR1622866,2.0,,,
3244,SRS728325,SRR1622867,2.0,,,
3245,SRS728326,SRR1622868,2.0,,,
3246,SRS728327,SRR1622869,2.0,,,
3247,SRS728327,SRR1622870,2.0,,,
3248,SRS728328,SRR1622871,2.0,,,
3249,SRS728328,SRR1622872,2.0,,,
3250,SRS728329,SRR1622873,2.0,,,
3251,SRS728329,SRR1622874,2.0,,,
3252,SRS728330,SRR1622875,2.0,,,
3253,SRS728330,SRR1622876,2.0,,,
3254,SRS728331,SRR1622877,2.0,,,
3255,SRS728331,SRR1622878,2.0,,,
3256,SRS728332,SRR1622879,2.0,,,
3257,SRS728332,SRR1622880,2.0,,,
3258,SRS728333,SRR1622881,2.0,,,
3259,SRS728333,SRR1622882,2.0,,,
3260,SRS728334,SRR1622883,2.0,,,
3261,SRS728334,SRR1622884,2.0,,,
3262,SRS728335,SRR1622885,2.0,,,
3263,SRS728335,SRR1622886,2.0,,,
3264,SRS728336,SRR1622887,2.0,,,
3265,SRS728336,SRR1622888,2.0,,,
3266,SRS728337,SRR1622889,2.0,,,
3267,SRS728337,SRR1622890,2.0,,,
3268,SRS728338,SRR1622891,2.0,,,
3269,SRS728339,SRR1622892,2.0,,,
3270,SRS728340,SRR1622893,2.0,,,
3271,SRS728341,SRR1622894,2.0,,,
3272,SRS728342,SRR1622895,2.0,,,
3273,SRS728343,SRR1622898,2.0,,,
3274,SRS728344,SRR1622899,2.0,,,
3275,SRS728345,SRR1622900,2.0,,,
3276,SRS728345,SRR1622901,2.0,,,
3277,SRS728346,SRR1622902,2.0,,,
3278,SRS728346,SRR1622903,2.0,,,
3279,SRS728347,SRR1622904,2.0,,,
3280,SRS728347,SRR1622905,2.0,,,
3281,SRS728348,SRR1622906,2.0,,,
3282,SRS728348,SRR1622907,2.0,,,
3283,SRS728349,SRR1622908,2.0,,,
3284,SRS728349,SRR1622909,2.0,,,
3285,SRS728350,SRR1622910,2.0,,,
3286,SRS728350,SRR1622911,2.0,,,
3287,SRS728351,SRR1622912,2.0,,,
3288,SRS728351,SRR1622913,2.0,,,
3289,SRS728352,SRR1622914,2.0,,,
3290,SRS728352,SRR1622915,2.0,,,
3291,SRS728353,SRR1622916,2.0,,,
3292,SRS728353,SRR1622917,2.0,,,
3293,SRS728354,SRR1622918,2.0,,,
3294,SRS728354,SRR1622919,2.0,,,
3295,SRS728355,SRR1622920,2.0,,,
3296,SRS728355,SRR1622921,2.0,,,
3297,SRS728356,SRR1622922,2.0,,,
3298,SRS728356,SRR1622923,2.0,,,
3299,SRS728357,SRR1622924,2.0,,,
3300,SRS728357,SRR1622925,2.0,,,
3301,SRS728358,SRR1622926,2.0,,,
3302,SRS728358,SRR1622927,2.0,,,
3303,SRS728359,SRR1622928,2.0,,,
3304,SRS728359,SRR1622929,2.0,,,
3305,SRS728360,SRR1622930,2.0,,,
3306,SRS728361,SRR1622931,2.0,,,
3307,SRS728362,SRR1622932,2.0,,,
3308,SRS728363,SRR1622933,2.0,,,
3309,SRS728364,SRR1622934,2.0,,,
3310,SRS728365,SRR1622935,2.0,,,
3311,SRS728366,SRR1622937,2.0,,,
3312,SRS728367,SRR1622936,2.0,,,
3313,SRS728368,SRR1622938,2.0,,,
3314,SRS728451,SRR1623045,2.0,,,
3315,SRS728452,SRR1623046,2.0,,,
3316,SRS728453,SRR1623047,2.0,,,
3317,SRS728454,SRR1623048,2.0,,,
3318,SRS728455,SRR1623049,2.0,,,
3319,SRS728456,SRR1623050,2.0,,,
3320,SRS728457,SRR1623051,2.0,,,
3321,SRS728457,SRR1623052,2.0,,,
3322,SRS728457,SRR1623053,2.0,,,
3323,SRS728457,SRR1623054,2.0,,,
3324,SRS728457,SRR1623055,2.0,,,
3325,SRS728457,SRR1623056,2.0,,,
3326,SRS728458,SRR1623057,2.0,,,
3327,SRS728458,SRR1623058,2.0,,,
3328,SRS728458,SRR1623059,2.0,,,
3329,SRS728458,SRR1623060,2.0,,,
3330,SRS728458,SRR1623061,2.0,,,
3331,SRS728458,SRR1623062,2.0,,,
3332,SRS728458,SRR1623063,2.0,,,
3333,SRS728458,SRR1623064,2.0,,,
3334,SRS728458,SRR1623065,2.0,,,
3335,SRS728459,SRR1623066,2.0,,,
3336,SRS728459,SRR1623067,2.0,,,
3337,SRS728459,SRR1623068,2.0,,,
3338,SRS728459,SRR1623069,2.0,,,
3339,SRS728459,SRR1623070,2.0,,,
3340,SRS728459,SRR1623071,2.0,,,
3341,SRS728459,SRR1623072,2.0,,,
3342,SRS728459,SRR1623073,2.0,,,
3343,SRS728459,SRR1623074,2.0,,,
3344,SRS728460,SRR1623075,2.0,,,
3345,SRS728460,SRR1623076,2.0,,,
3346,SRS728460,SRR1623077,2.0,,,
3347,SRS728460,SRR1623078,2.0,,,
3348,SRS728460,SRR1623079,2.0,,,
3349,SRS728460,SRR1623080,2.0,,,
3350,SRS728536,SRR1623170,2.0,,,
3351,SRS728536,SRR1623171,2.0,,,
3352,SRS728536,SRR1623172,2.0,,,
3353,SRS728536,SRR1623173,2.0,,,
3354,SRS728536,SRR1623174,2.0,,,
3355,SRS728536,SRR1623175,2.0,,,
3356,SRS728537,SRR1623158,2.0,,,
3357,SRS728537,SRR1623159,2.0,,,
3358,SRS728537,SRR1623160,2.0,,,
3359,SRS728537,SRR1623161,2.0,,,
3360,SRS728537,SRR1623162,2.0,,,
3361,SRS728537,SRR1623163,2.0,,,
3362,SRS728538,SRR1623164,2.0,,,
3363,SRS728538,SRR1623165,2.0,,,
3364,SRS728538,SRR1623166,2.0,,,
3365,SRS728538,SRR1623167,2.0,,,
3366,SRS728538,SRR1623168,2.0,,,
3367,SRS728538,SRR1623169,2.0,,,
3368,SRS728539,SRR1623185,2.0,,,
3369,SRS728539,SRR1623186,2.0,,,
3370,SRS728539,SRR1623187,2.0,,,
3371,SRS728539,SRR1623188,2.0,,,
3372,SRS728539,SRR1623189,2.0,,,
3373,SRS728539,SRR1623190,2.0,,,
3374,SRS728539,SRR1623191,2.0,,,
3375,SRS728539,SRR1623192,2.0,,,
3376,SRS728539,SRR1623193,2.0,,,
3377,SRS728540,SRR1623176,2.0,,,
3378,SRS728540,SRR1623177,2.0,,,
3379,SRS728540,SRR1623178,2.0,,,
3380,SRS728540,SRR1623179,2.0,,,
3381,SRS728540,SRR1623180,2.0,,,
3382,SRS728540,SRR1623181,2.0,,,
3383,SRS728540,SRR1623182,2.0,,,
3384,SRS728540,SRR1623183,2.0,,,
3385,SRS728540,SRR1623184,2.0,,,
3386,SRS728541,SRR1623194,2.0,,,
3387,SRS728541,SRR1623195,2.0,,,
3388,SRS728541,SRR1623196,2.0,,,
3389,SRS728541,SRR1623197,2.0,,,
3390,SRS728541,SRR1623198,2.0,,,
3391,SRS728541,SRR1623199,2.0,,,
3392,SRS728541,SRR1623200,2.0,,,
3393,SRS728541,SRR1623201,2.0,,,
3394,SRS728541,SRR1623202,2.0,,,
3395,SRS728542,SRR1623203,2.0,,,
3396,SRS728542,SRR1623204,2.0,,,
3397,SRS728542,SRR1623205,2.0,,,
3398,SRS728542,SRR1623206,2.0,,,
3399,SRS728542,SRR1623207,2.0,,,
3400,SRS728542,SRR1623208,2.0,,,
3401,SRS728543,SRR1623209,2.0,,,
3402,SRS728543,SRR1623210,2.0,,,
3403,SRS728543,SRR1623211,2.0,,,
3404,SRS728543,SRR1623212,2.0,,,
3405,SRS728543,SRR1623213,2.0,,,
3406,SRS728543,SRR1623214,2.0,,,
3407,SRS728544,SRR1623215,2.0,,,
3408,SRS728544,SRR1623216,2.0,,,
3409,SRS728544,SRR1623217,2.0,,,
3410,SRS728544,SRR1623218,2.0,,,
3411,SRS728544,SRR1623219,2.0,,,
3412,SRS728544,SRR1623220,2.0,,,
3413,SRS728544,SRR1623221,2.0,,,
3414,SRS728544,SRR1623222,2.0,,,
3415,SRS728544,SRR1623223,2.0,,,
3416,SRS728546,SRR1623224,2.0,,,
3417,SRS728546,SRR1623225,2.0,,,
3418,SRS728546,SRR1623226,2.0,,,
3419,SRS728546,SRR1623227,2.0,,,
3420,SRS728546,SRR1623228,2.0,,,
3421,SRS728546,SRR1623229,2.0,,,
3422,SRS728546,SRR1623230,2.0,,,
3423,SRS728546,SRR1623231,2.0,,,
3424,SRS728546,SRR1623232,2.0,,,
3425,SRS729084,SRR1624786,2.0,,,
3426,SRS729084,SRR1624787,2.0,,,
3427,SRS729084,SRR1624788,2.0,,,
3428,SRS729084,SRR1624789,2.0,,,
3429,SRS729084,SRR1624790,2.0,,,
3430,SRS729084,SRR1624791,2.0,,,
3431,SRS729084,SRR1624792,2.0,,,
3432,SRS729084,SRR1624793,2.0,,,
3433,SRS729084,SRR1624794,2.0,,,
3434,SRS729085,SRR1624795,2.0,,,
3435,SRS729085,SRR1624796,2.0,,,
3436,SRS729085,SRR1624797,2.0,,,
3437,SRS729085,SRR1624798,2.0,,,
3438,SRS729085,SRR1624799,2.0,,,
3439,SRS729085,SRR1624800,2.0,,,
3440,SRS729085,SRR1624801,2.0,,,
3441,SRS729085,SRR1624802,2.0,,,
3442,SRS729085,SRR1624803,2.0,,,
3443,SRS729086,SRR1624804,2.0,,,
3444,SRS729086,SRR1624805,2.0,,,
3445,SRS729086,SRR1624806,2.0,,,
3446,SRS729086,SRR1624807,2.0,,,
3447,SRS729086,SRR1624808,2.0,,,
3448,SRS729086,SRR1624809,2.0,,,
3449,SRS729087,SRR1624810,2.0,,,
3450,SRS729087,SRR1624811,2.0,,,
3451,SRS729087,SRR1624812,2.0,,,
3452,SRS729087,SRR1624813,2.0,,,
3453,SRS729087,SRR1624814,2.0,,,
3454,SRS729087,SRR1624815,2.0,,,
3455,SRS729087,SRR1624816,2.0,,,
3456,SRS729087,SRR1624817,2.0,,,
3457,SRS729087,SRR1624818,2.0,,,
3458,SRS729088,SRR1624819,2.0,,,
3459,SRS729088,SRR1624820,2.0,,,
3460,SRS729088,SRR1624821,2.0,,,
3461,SRS729088,SRR1624822,2.0,,,
3462,SRS729088,SRR1624823,2.0,,,
3463,SRS729088,SRR1624824,2.0,,,
3464,SRS729088,SRR1624825,2.0,,,
3465,SRS729088,SRR1624826,2.0,,,
3466,SRS729088,SRR1624827,2.0,,,
3467,SRS729089,SRR1624828,2.0,,,
3468,SRS729089,SRR1624829,2.0,,,
3469,SRS729089,SRR1624830,2.0,,,
3470,SRS729089,SRR1624831,2.0,,,
3471,SRS729089,SRR1624832,2.0,,,
3472,SRS729089,SRR1624833,2.0,,,
3473,SRS729089,SRR1624834,2.0,,,
3474,SRS729089,SRR1624835,2.0,,,
3475,SRS729089,SRR1624836,2.0,,,
3476,SRS729090,SRR1624837,2.0,,,
3477,SRS729090,SRR1624838,2.0,,,
3478,SRS729090,SRR1624839,2.0,,,
3479,SRS729090,SRR1624840,2.0,,,
3480,SRS729090,SRR1624841,2.0,,,
3481,SRS729090,SRR1624842,2.0,,,
3482,SRS729090,SRR1624843,2.0,,,
3483,SRS729090,SRR1624844,2.0,,,
3484,SRS729090,SRR1624845,2.0,,,
3485,SRS729091,SRR1624846,2.0,,,
3486,SRS729091,SRR1624847,2.0,,,
3487,SRS729091,SRR1624848,2.0,,,
3488,SRS729091,SRR1624849,2.0,,,
3489,SRS729091,SRR1624850,2.0,,,
3490,SRS729091,SRR1624851,2.0,,,
3491,SRS729091,SRR1624852,2.0,,,
3492,SRS729091,SRR1624853,2.0,,,
3493,SRS729091,SRR1624854,2.0,,,
3494,SRS729092,SRR1624855,2.0,,,
3495,SRS729092,SRR1624856,2.0,,,
3496,SRS729092,SRR1624857,2.0,,,
3497,SRS729092,SRR1624858,2.0,,,
3498,SRS729092,SRR1624859,2.0,,,
3499,SRS729092,SRR1624860,2.0,,,
3500,SRS729092,SRR1624861,2.0,,,
3501,SRS729092,SRR1624862,2.0,,,
3502,SRS729092,SRR1624863,2.0,,,
3503,SRS729093,SRR1624864,2.0,,,
3504,SRS729093,SRR1624865,2.0,,,
3505,SRS729093,SRR1624866,2.0,,,
3506,SRS729093,SRR1624867,2.0,,,
3507,SRS729093,SRR1624868,2.0,,,
3508,SRS729093,SRR1624869,2.0,,,
3509,SRS729093,SRR1624870,2.0,,,
3510,SRS729093,SRR1624871,2.0,,,
3511,SRS729093,SRR1624872,2.0,,,
3512,SRS731407,SRR1630934,2.0,,,
3513,SRS731407,SRR1630935,2.0,,,
3514,SRS731407,SRR1630936,2.0,,,
3515,SRS731407,SRR1630937,2.0,,,
3516,SRS731407,SRR1630938,2.0,,,
3517,SRS731407,SRR1630939,2.0,,,
3518,SRS731407,SRR1630940,2.0,,,
3519,SRS731407,SRR1630941,2.0,,,
3520,SRS731407,SRR1630942,2.0,,,
3521,SRS731408,SRR1630952,2.0,,,
3522,SRS731408,SRR1630953,2.0,,,
3523,SRS731408,SRR1630954,2.0,,,
3524,SRS731408,SRR1630955,2.0,,,
3525,SRS731408,SRR1630956,2.0,,,
3526,SRS731408,SRR1630957,2.0,,,
3527,SRS731408,SRR1630958,2.0,,,
3528,SRS731408,SRR1630959,2.0,,,
3529,SRS731408,SRR1630960,2.0,,,
3530,SRS731409,SRR1630943,2.0,,,
3531,SRS731409,SRR1630944,2.0,,,
3532,SRS731409,SRR1630945,2.0,,,
3533,SRS731409,SRR1630946,2.0,,,
3534,SRS731409,SRR1630947,2.0,,,
3535,SRS731409,SRR1630948,2.0,,,
3536,SRS731409,SRR1630949,2.0,,,
3537,SRS731409,SRR1630950,2.0,,,
3538,SRS731409,SRR1630951,2.0,,,
3539,SRS731410,SRR1630961,2.0,,,
3540,SRS731410,SRR1630962,2.0,,,
3541,SRS731410,SRR1630963,2.0,,,
3542,SRS731410,SRR1630964,2.0,,,
3543,SRS731410,SRR1630965,2.0,,,
3544,SRS731410,SRR1630966,2.0,,,
3545,SRS731410,SRR1630967,2.0,,,
3546,SRS731410,SRR1630968,2.0,,,
3547,SRS731410,SRR1630969,2.0,,,
3548,SRS731411,SRR1630970,2.0,,,
3549,SRS731411,SRR1630971,2.0,,,
3550,SRS731411,SRR1630972,2.0,,,
3551,SRS731411,SRR1630973,2.0,,,
3552,SRS731411,SRR1630974,2.0,,,
3553,SRS731411,SRR1630975,2.0,,,
3554,SRS731411,SRR1630976,2.0,,,
3555,SRS731411,SRR1630977,2.0,,,
3556,SRS731411,SRR1630978,2.0,,,
3557,SRS731412,SRR1630979,2.0,,,
3558,SRS731412,SRR1630980,2.0,,,
3559,SRS731412,SRR1630981,2.0,,,
3560,SRS731412,SRR1630982,2.0,,,
3561,SRS731412,SRR1630983,2.0,,,
3562,SRS731412,SRR1630984,2.0,,,
3563,SRS731412,SRR1630985,2.0,,,
3564,SRS731412,SRR1630986,2.0,,,
3565,SRS731412,SRR1630987,2.0,,,
3566,SRS731413,SRR1630988,2.0,,,
3567,SRS731413,SRR1630989,2.0,,,
3568,SRS731413,SRR1630990,2.0,,,
3569,SRS731413,SRR1630991,2.0,,,
3570,SRS731413,SRR1630992,2.0,,,
3571,SRS731413,SRR1630993,2.0,,,
3572,SRS731413,SRR1630994,2.0,,,
3573,SRS731413,SRR1630995,2.0,,,
3574,SRS731413,SRR1630996,2.0,,,
3575,SRS731414,SRR1630997,2.0,,,
3576,SRS731414,SRR1630998,2.0,,,
3577,SRS731414,SRR1630999,2.0,,,
3578,SRS731414,SRR1631000,2.0,,,
3579,SRS731414,SRR1631001,2.0,,,
3580,SRS731414,SRR1631002,2.0,,,
3581,SRS731414,SRR1631003,2.0,,,
3582,SRS731414,SRR1631004,2.0,,,
3583,SRS731414,SRR1631005,2.0,,,
3584,SRS731415,SRR1631006,2.0,,,
3585,SRS731415,SRR1631007,2.0,,,
3586,SRS731415,SRR1631008,2.0,,,
3587,SRS731415,SRR1631009,2.0,,,
3588,SRS731415,SRR1631010,2.0,,,
3589,SRS731415,SRR1631011,2.0,,,
3590,SRS731416,SRR1631012,2.0,,,
3591,SRS731416,SRR1631013,2.0,,,
3592,SRS731416,SRR1631014,2.0,,,
3593,SRS731416,SRR1631015,2.0,,,
3594,SRS731416,SRR1631016,2.0,,,
3595,SRS731416,SRR1631017,2.0,,,
3596,SRS731425,SRR1631030,2.0,,,
3597,SRS731425,SRR1631031,2.0,,,
3598,SRS731425,SRR1631032,2.0,,,
3599,SRS731425,SRR1631033,2.0,,,
3600,SRS731425,SRR1631034,2.0,,,
3601,SRS731425,SRR1631035,2.0,,,
3602,SRS731426,SRR1631036,2.0,,,
3603,SRS731426,SRR1631037,2.0,,,
3604,SRS731426,SRR1631038,2.0,,,
3605,SRS731426,SRR1631039,2.0,,,
3606,SRS731426,SRR1631040,2.0,,,
3607,SRS731426,SRR1631041,2.0,,,
3608,SRS731427,SRR1631042,2.0,,,
3609,SRS731427,SRR1631043,2.0,,,
3610,SRS731427,SRR1631044,2.0,,,
3611,SRS731427,SRR1631045,2.0,,,
3612,SRS731427,SRR1631046,2.0,,,
3613,SRS731427,SRR1631047,2.0,,,
3614,SRS731427,SRR1631048,2.0,,,
3615,SRS731427,SRR1631049,2.0,,,
3616,SRS731427,SRR1631050,2.0,,,
3617,SRS731427,SRR1631051,2.0,,,
3618,SRS731427,SRR1631052,2.0,,,
3619,SRS731427,SRR1631053,2.0,,,
3620,SRS731427,SRR1631054,2.0,,,
3621,SRS731427,SRR1631055,2.0,,,
3622,SRS731428,SRR1631056,2.0,,,
3623,SRS731428,SRR1631057,2.0,,,
3624,SRS731428,SRR1631058,2.0,,,
3625,SRS731428,SRR1631059,2.0,,,
3626,SRS731428,SRR1631060,2.0,,,
3627,SRS731428,SRR1631061,2.0,,,
3628,SRS731428,SRR1631062,2.0,,,
3629,SRS731428,SRR1631063,2.0,,,
3630,SRS731428,SRR1631064,2.0,,,
3631,SRS731428,SRR1631065,2.0,,,
3632,SRS731428,SRR1631066,2.0,,,
3633,SRS731428,SRR1631067,2.0,,,
3634,SRS731428,SRR1631068,2.0,,,
3635,SRS731428,SRR1631069,2.0,,,
3636,SRS731429,SRR1631070,2.0,,,
3637,SRS731429,SRR1631071,2.0,,,
3638,SRS731429,SRR1631072,2.0,,,
3639,SRS731429,SRR1631073,2.0,,,
3640,SRS731429,SRR1631074,2.0,,,
3641,SRS731429,SRR1631075,2.0,,,
3642,SRS731429,SRR1631076,2.0,,,
3643,SRS731429,SRR1631077,2.0,,,
3644,SRS731429,SRR1631078,2.0,,,
3645,SRS731429,SRR1631079,2.0,,,
3646,SRS731429,SRR1631080,2.0,,,
3647,SRS731429,SRR1631081,2.0,,,
3648,SRS731429,SRR1631082,2.0,,,
3649,SRS731429,SRR1631083,2.0,,,
3650,SRS731430,SRR1631084,2.0,,,
3651,SRS731430,SRR1631085,2.0,,,
3652,SRS731430,SRR1631086,2.0,,,
3653,SRS731430,SRR1631087,2.0,,,
3654,SRS731430,SRR1631088,2.0,,,
3655,SRS731430,SRR1631089,2.0,,,
3656,SRS731430,SRR1631090,2.0,,,
3657,SRS731431,SRR1631091,2.0,,,
3658,SRS731431,SRR1631092,2.0,,,
3659,SRS731431,SRR1631093,2.0,,,
3660,SRS731431,SRR1631094,2.0,,,
3661,SRS731431,SRR1631095,2.0,,,
3662,SRS731431,SRR1631096,2.0,,,
3663,SRS731432,SRR1631097,2.0,,,
3664,SRS731432,SRR1631098,2.0,,,
3665,SRS731432,SRR1631099,2.0,,,
3666,SRS731432,SRR1631100,2.0,,,
3667,SRS731432,SRR1631101,2.0,,,
3668,SRS731432,SRR1631102,2.0,,,
3669,SRS731433,SRR1631103,2.0,,,
3670,SRS731433,SRR1631104,2.0,,,
3671,SRS731433,SRR1631105,2.0,,,
3672,SRS731433,SRR1631106,2.0,,,
3673,SRS731433,SRR1631107,2.0,,,
3674,SRS731433,SRR1631108,2.0,,,
3675,SRS731434,SRR1631109,2.0,,,
3676,SRS731434,SRR1631110,2.0,,,
3677,SRS731434,SRR1631111,2.0,,,
3678,SRS731434,SRR1631112,2.0,,,
3679,SRS731434,SRR1631113,2.0,,,
3680,SRS731434,SRR1631114,2.0,,,
3681,SRS731528,SRR1631244,2.0,,,
3682,SRS731528,SRR1631245,2.0,,,
3683,SRS731528,SRR1631246,2.0,,,
3684,SRS731528,SRR1631247,2.0,,,
3685,SRS731528,SRR1631248,2.0,,,
3686,SRS731528,SRR1631249,2.0,,,
3687,SRS731529,SRR1631256,2.0,,,
3688,SRS731529,SRR1631257,2.0,,,
3689,SRS731529,SRR1631258,2.0,,,
3690,SRS731529,SRR1631259,2.0,,,
3691,SRS731529,SRR1631260,2.0,,,
3692,SRS731529,SRR1631261,2.0,,,
3693,SRS731530,SRR1631250,2.0,,,
3694,SRS731530,SRR1631251,2.0,,,
3695,SRS731530,SRR1631252,2.0,,,
3696,SRS731530,SRR1631253,2.0,,,
3697,SRS731530,SRR1631254,2.0,,,
3698,SRS731530,SRR1631255,2.0,,,
3699,SRS731531,SRR1631262,2.0,,,
3700,SRS731531,SRR1631263,2.0,,,
3701,SRS731531,SRR1631264,2.0,,,
3702,SRS731531,SRR1631265,2.0,,,
3703,SRS731531,SRR1631266,2.0,,,
3704,SRS731531,SRR1631267,2.0,,,
3705,SRS731531,SRR1631268,2.0,,,
3706,SRS731531,SRR1631269,2.0,,,
3707,SRS731531,SRR1631270,2.0,,,
3708,SRS731531,SRR1631271,2.0,,,
3709,SRS731531,SRR1631272,2.0,,,
3710,SRS731531,SRR1631273,2.0,,,
3711,SRS731531,SRR1631274,2.0,,,
3712,SRS731531,SRR1631275,2.0,,,
3713,SRS731532,SRR1631276,2.0,,,
3714,SRS731532,SRR1631277,2.0,,,
3715,SRS731532,SRR1631278,2.0,,,
3716,SRS731532,SRR1631279,2.0,,,
3717,SRS731532,SRR1631280,2.0,,,
3718,SRS731532,SRR1631281,2.0,,,
3719,SRS731533,SRR1631282,2.0,,,
3720,SRS731533,SRR1631283,2.0,,,
3721,SRS731533,SRR1631284,2.0,,,
3722,SRS731533,SRR1631285,2.0,,,
3723,SRS731533,SRR1631286,2.0,,,
3724,SRS731533,SRR1631287,2.0,,,
3725,SRS731534,SRR1631288,2.0,,,
3726,SRS731534,SRR1631289,2.0,,,
3727,SRS731534,SRR1631290,2.0,,,
3728,SRS731534,SRR1631291,2.0,,,
3729,SRS731534,SRR1631292,2.0,,,
3730,SRS731534,SRR1631293,2.0,,,
3731,SRS731535,SRR1631294,2.0,,,
3732,SRS731535,SRR1631295,2.0,,,
3733,SRS731535,SRR1631296,2.0,,,
3734,SRS731535,SRR1631297,2.0,,,
3735,SRS731535,SRR1631298,2.0,,,
3736,SRS731535,SRR1631299,2.0,,,
3737,SRS731535,SRR1631300,2.0,,,
3738,SRS731536,SRR1631308,2.0,,,
3739,SRS731536,SRR1631309,2.0,,,
3740,SRS731536,SRR1631310,2.0,,,
3741,SRS731536,SRR1631311,2.0,,,
3742,SRS731536,SRR1631312,2.0,,,
3743,SRS731536,SRR1631313,2.0,,,
3744,SRS731536,SRR1631314,2.0,,,
3745,SRS731536,SRR1631315,2.0,,,
3746,SRS731536,SRR1631316,2.0,,,
3747,SRS731536,SRR1631317,2.0,,,
3748,SRS731536,SRR1631318,2.0,,,
3749,SRS731536,SRR1631319,2.0,,,
3750,SRS731536,SRR1631320,2.0,,,
3751,SRS731536,SRR1631321,2.0,,,
3752,SRS731537,SRR1631301,2.0,,,
3753,SRS731537,SRR1631302,2.0,,,
3754,SRS731537,SRR1631303,2.0,,,
3755,SRS731537,SRR1631304,2.0,,,
3756,SRS731537,SRR1631305,2.0,,,
3757,SRS731537,SRR1631306,2.0,,,
3758,SRS731537,SRR1631307,2.0,,,
3759,SRS731551,SRR1631354,2.0,,,
3760,SRS731551,SRR1631355,2.0,,,
3761,SRS731551,SRR1631356,2.0,,,
3762,SRS731551,SRR1631357,2.0,,,
3763,SRS731551,SRR1631358,2.0,,,
3764,SRS731551,SRR1631359,2.0,,,
3765,SRS731552,SRR1631336,2.0,,,
3766,SRS731552,SRR1631337,2.0,,,
3767,SRS731552,SRR1631338,2.0,,,
3768,SRS731552,SRR1631339,2.0,,,
3769,SRS731553,SRR1631360,2.0,,,
3770,SRS731553,SRR1631361,2.0,,,
3771,SRS731553,SRR1631362,2.0,,,
3772,SRS731553,SRR1631363,2.0,,,
3773,SRS731553,SRR1631364,2.0,,,
3774,SRS731553,SRR1631365,2.0,,,
3775,SRS731554,SRR1631366,2.0,,,
3776,SRS731554,SRR1631367,2.0,,,
3777,SRS731554,SRR1631368,2.0,,,
3778,SRS731554,SRR1631369,2.0,,,
3779,SRS731554,SRR1631370,2.0,,,
3780,SRS731554,SRR1631371,2.0,,,
3781,SRS731555,SRR1631340,2.0,,,
3782,SRS731555,SRR1631341,2.0,,,
3783,SRS731555,SRR1631342,2.0,,,
3784,SRS731555,SRR1631343,2.0,,,
3785,SRS731555,SRR1631344,2.0,,,
3786,SRS731555,SRR1631345,2.0,,,
3787,SRS731555,SRR1631346,2.0,,,
3788,SRS731555,SRR1631347,2.0,,,
3789,SRS731555,SRR1631348,2.0,,,
3790,SRS731555,SRR1631349,2.0,,,
3791,SRS731555,SRR1631350,2.0,,,
3792,SRS731555,SRR1631351,2.0,,,
3793,SRS731555,SRR1631352,2.0,,,
3794,SRS731555,SRR1631353,2.0,,,
3795,SRS731556,SRR1631372,2.0,,,
3796,SRS731556,SRR1631373,2.0,,,
3797,SRS731556,SRR1631374,2.0,,,
3798,SRS731556,SRR1631375,2.0,,,
3799,SRS731556,SRR1631376,2.0,,,
3800,SRS731556,SRR1631377,2.0,,,
3801,SRS731557,SRR1631385,2.0,,,
3802,SRS731557,SRR1631386,2.0,,,
3803,SRS731557,SRR1631387,2.0,,,
3804,SRS731557,SRR1631388,2.0,,,
3805,SRS731557,SRR1631389,2.0,,,
3806,SRS731557,SRR1631390,2.0,,,
3807,SRS731558,SRR1631378,2.0,,,
3808,SRS731558,SRR1631379,2.0,,,
3809,SRS731558,SRR1631380,2.0,,,
3810,SRS731558,SRR1631381,2.0,,,
3811,SRS731558,SRR1631382,2.0,,,
3812,SRS731558,SRR1631383,2.0,,,
3813,SRS731558,SRR1631384,2.0,,,
3814,SRS731559,SRR1631397,2.0,,,
3815,SRS731559,SRR1631398,2.0,,,
3816,SRS731559,SRR1631399,2.0,,,
3817,SRS731559,SRR1631400,2.0,,,
3818,SRS731559,SRR1631401,2.0,,,
3819,SRS731559,SRR1631402,2.0,,,
3820,SRS731560,SRR1631391,2.0,,,
3821,SRS731560,SRR1631392,2.0,,,
3822,SRS731560,SRR1631393,2.0,,,
3823,SRS731560,SRR1631394,2.0,,,
3824,SRS731560,SRR1631395,2.0,,,
3825,SRS731560,SRR1631396,2.0,,,
3826,SRS731588,SRR1631434,2.0,,,
3827,SRS731588,SRR1631435,2.0,,,
3828,SRS731588,SRR1631436,2.0,,,
3829,SRS731588,SRR1631437,2.0,,,
3830,SRS731588,SRR1631438,2.0,,,
3831,SRS731588,SRR1631439,2.0,,,
3832,SRS731588,SRR1631440,2.0,,,
3833,SRS731588,SRR1631441,2.0,,,
3834,SRS731588,SRR1631442,2.0,,,
3835,SRS731588,SRR1631443,2.0,,,
3836,SRS731588,SRR1631444,2.0,,,
3837,SRS731588,SRR1631445,2.0,,,
3838,SRS731588,SRR1631446,2.0,,,
3839,SRS731588,SRR1631447,2.0,,,
3840,SRS731589,SRR1631448,2.0,,,
3841,SRS731589,SRR1631449,2.0,,,
3842,SRS731589,SRR1631450,2.0,,,
3843,SRS731589,SRR1631451,2.0,,,
3844,SRS731589,SRR1631452,2.0,,,
